142	299
104	274
134	270
183	302
182	304
168	304
211	297
197	282
169	270
192	304
164	248
150	296
166	281
168	304
184	237
250	301
242	304
201	296
178	275
169	217
192	264
199	295
185	290
183	287
116	298
151	302
203	281
245	303
173	302
198	304
136	293
204	291
182	271
205	248
253	288
182	291
168	256
151	304
216	304
171	298
165	302
179	285
191	304
123	302
244	288
180	303
