123	311
107	275
 90	267
183	335
182	302
105	309
156	297
100	284
145	270
118	305
 98	320
155	296
138	280
160	272
135	279
137	329
148	280
 85	312
137	275
159	281
128	260
125	281
120	295
126	299
 97	266
164	305
101	281
175	346
163	302
156	337
117	293
187	311
182	322
117	301
147	294
170	285
168	287
151	306
162	321
172	295
107	292
174	283
187	303
132	300
222	329
181	303
